antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Home_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.765,1.0,0.765,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.765,1.0,0.765,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Shopping_Freq', 'Miscellaneous_Freq'})",frozenset({'HealthFitness_Freq'}),0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})",frozenset({'Shopping_Freq'}),0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})",frozenset({'Grocery_Freq'}),0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Miscellaneous_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.81,1.0,0.81,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Shopping_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Home_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Home_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.831,1.0,0.831,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Home_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Home_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.734,1.0,0.734,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})",frozenset({'HealthFitness_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'KidsPets_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq'})",frozenset({'Grocery_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'PersonalCare_Freq'})",frozenset({'HealthFitness_Freq'}),0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'KidsPets_Freq'}),0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'Shopping_Freq'}),0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'Grocery_Freq'}),0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'PersonalCare_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
frozenset({'PersonalCare_Freq'}),"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.919,1.0,0.919,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})",frozenset({'HealthFitness_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'KidsPets_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq', 'HealthFitness_Freq'})",frozenset({'Shopping_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Miscellaneous_Freq'})",frozenset({'HealthFitness_Freq'}),0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})",frozenset({'KidsPets_Freq'}),0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})",frozenset({'Shopping_Freq'}),0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})",frozenset({'Grocery_Freq'}),0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Miscellaneous_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
frozenset({'Miscellaneous_Freq'}),"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.89,1.0,0.89,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
frozenset({'Travel_Freq'}),"frozenset({'Grocery_Freq', 'KidsPets_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.902,1.0,0.902,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'KidsPets_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'KidsPets_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'KidsPets_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'KidsPets_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'KidsPets_Freq', 'HealthFitness_Freq'})",0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})",frozenset({'HealthFitness_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'Shopping_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})",frozenset({'Grocery_Freq'}),0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.813,1.0,0.813,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Grocery_Freq'}),0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Grocery_Freq', 'Shopping_Freq', 'HealthFitness_Freq'})",0.829,1.0,0.829,1.0,1.0,0.0,inf,0.0
"frozenset({'Shopping_Freq', 'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'HealthFitness_Freq', 'PersonalCare_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Miscellaneous_Freq', 'PersonalCare_Freq', 'Travel_Freq'})","frozenset({'Shopping_Freq', 'HealthFitness_Freq'})",0.733,1.0,0.733,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Shopping_Freq', 'Miscellaneous_Freq', 'Travel_Freq'})",frozenset({'HealthFitness_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
"frozenset({'Grocery_Freq', 'Miscellaneous_Freq', 'HealthFitness_Freq', 'Travel_Freq'})",frozenset({'Shopping_Freq'}),0.803,1.0,0.803,1.0,1.0,0.0,inf,0.0
